SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
509635,HIND.COMPOSI,B ,Q,224.50,227.40,221.00,224.60,221.05,231.50,14,230,51213.00,
509675,HIL         ,B ,Q,1906.00,1933.60,1891.00,1919.45,1918.00,1905.40,135,586,1119820.00,
509709,INT.CONVEYOR,B ,Q,22.60,22.60,21.00,22.55,22.55,22.55,10,69,1514.00,
509715,JAYSHRE TEA ,B ,Q,74.20,74.35,73.30,73.85,73.30,75.20,98,5842,431829.00,
509820,PAPERPROD   ,B ,Q,175.00,175.10,165.55,166.10,166.10,171.90,81,2321,393506.00,
509874,SHALIMAR PAI,B ,Q,64.40,64.40,61.00,61.85,61.85,64.35,79,6196,384392.00,
509895,HIND MILLS  ,X ,Q,319.00,326.00,319.00,326.00,326.00,331.00,2,25,8143.00,
509930,SUPREM IND  ,A ,Q,1001.90,1008.10,985.00,992.90,990.15,1007.50,682,5160,5130816.00,
509966,VST INDUS.  ,A ,Q,3215.55,3245.00,3200.00,3200.00,3200.00,3234.45,27,73,234467.00,
510245,SWASTI VINAY,X ,Q,3.04,3.04,2.90,2.90,2.90,2.95,33,13120,38737.00,
511012,YAMINI INVES,XT,Q,0.32,0.33,0.31,0.33,0.32,0.32,9,11710,3727.00,
511034,JINDAL DRILL,B ,Q,104.50,104.50,100.60,101.25,100.60,102.05,28,1670,170118.00,
511066,SAKTHI FIN. ,X ,Q,18.10,19.45,18.00,18.40,18.40,18.75,24,3868,70375.00,
511072,DEWAN H.FIN.,A ,Q,100.35,122.55,97.00,116.10,116.10,111.45,67783,9260000,1043711719.00,
511076,SAT IND LTD ,X ,Q,28.10,28.15,27.30,27.80,28.00,27.70,18,5998,168169.00,
511108,SHIVA TEXYAM,B ,Q,172.00,189.00,172.00,186.00,186.00,185.00,12,2042,370407.00,
511110,V.B.DESAI   ,X ,Q,8.86,8.86,8.86,8.86,8.86,9.32,1,21,186.00,
511116,QUADRANT    ,XT,Q,0.38,0.38,0.37,0.37,0.37,0.38,4,11160,4130.00,
511138,KOTHARIFIN  ,XT,Q,54.00,54.00,54.00,54.00,54.00,54.50,1,2750,148500.00,
511144,ASYAINFO    ,X ,Q,5.25,5.25,5.15,5.15,5.15,5.25,5,506,2615.00,
511147,WALL ST.FIN.,X ,Q,29.00,29.00,25.50,28.95,28.95,28.45,10,955,26898.00,
511187,MILLENNIUM  ,X ,Q,0.73,0.73,0.73,0.73,0.73,0.70,1,20,14.00,
511196,CANFIN HOMES,A ,Q,255.00,256.45,244.45,247.05,247.05,258.30,978,69177,17296307.00,
511208,IL & FS INVE,B ,Q,5.68,5.68,5.49,5.49,5.49,5.77,50,62968,346379.00,
511218,SHRIRAM TRAN,A ,Q,1038.35,1042.45,1009.50,1025.05,1025.05,1043.85,1592,53731,55183578.00,
511243,CHOLAFIN    ,A ,Q,1305.40,1305.40,1195.55,1223.10,1216.20,1220.45,689,14073,17223327.00,
511288,GRUH FINANCE,A ,Q,210.00,213.50,205.45,208.30,208.30,211.70,1663,73972,15462272.00,
511333,VLS FINANCE ,B ,Q,49.15,49.15,47.10,48.10,48.15,49.65,184,12659,606337.00,
511355,IND CEM CAP ,X ,Q,3.04,3.04,3.04,3.04,3.04,3.04,1,1,3.00,
511377,MEHTA I.FIN ,XT,Q,7.35,7.35,7.35,7.35,7.35,7.00,1,1,7.00,
511389,VIDEOCON IND,Z ,Q,2.97,2.97,2.72,2.73,2.72,2.86,93,59146,162763.00,
511411,SHRISTINFRA ,XT,Q,180.00,180.00,173.00,177.75,173.00,178.50,25,103,18267.00,
511413,CREST       ,B ,Q,133.00,135.75,132.55,134.25,135.75,132.55,11,296,39545.00,
511431,VAKRANGEE   ,A ,Q,47.50,47.50,43.00,44.90,44.90,45.25,9480,7897355,364481638.00,
511463,ALEXANDER   ,X ,Q,17.25,17.95,16.55,17.55,17.85,17.40,132,34189,588401.00,
511473,IND.BANK MER,B ,Q,9.56,9.73,9.02,9.12,9.11,9.50,11,904,8325.00,
511493,VCK CAPITAL ,XT,Q,1.32,1.32,1.32,1.32,1.32,1.26,1,1950,2574.00,
511501,BHARAT BHUSH,X ,Q,19.30,19.30,17.50,18.40,17.75,19.20,11,1810,33347.00,
511505,CAPITAL TRUS,T ,Q,190.15,190.15,190.15,190.15,190.15,190.15,1,6,1140.00,
511509,VIVO BIO TEC,X ,Q,61.30,72.90,61.30,67.00,67.00,69.95,9,727,48276.00,
511525,PAN INDIA C ,XT,Q,0.22,0.22,0.21,0.21,0.21,0.21,6,1384,291.00,
511533,SAHARA HOUSG,X ,Q,43.40,44.95,43.00,44.00,44.00,43.10,8,150,6505.00,
511551,MONARCH     ,X ,Q,37.85,38.00,35.65,36.25,36.20,36.90,20,1949,71303.00,
511557,PRO FIN CAP.,X ,Q,235.00,235.00,231.70,232.60,232.60,231.95,60,56450,13114862.00,
511559,TIMES GUARAN,B ,Q,28.40,28.40,28.40,28.40,28.40,30.75,1,50,1420.00,
511571,SOMDATT FIN ,XT,Q,3.30,3.30,3.30,3.30,3.30,3.30,1,1000,3300.00,
511577,SAVANI FIN. ,XT,Q,5.98,5.98,5.98,5.98,5.98,6.29,2,100,598.00,
511589,AVONMORE    ,X ,Q,18.00,18.00,17.00,17.35,17.40,18.55,55,12895,222153.00,
511593,LIBORD FIN  ,X ,Q,9.70,9.70,9.70,9.70,9.70,9.65,3,300,2910.00,
511601,YASH MANAGE.,X ,Q,6.79,6.80,6.79,6.79,6.79,7.14,4,1955,13275.00,
511605,ARIHANT CAP.,X ,Q,61.95,62.00,57.25,60.55,59.80,62.05,58,8069,483068.00,
511611,DCM FINANCIA,B ,Q,1.00,1.01,1.00,1.01,1.01,1.05,3,1140,1143.00,
511628,IMCAP       ,X ,Q,25.45,25.45,25.45,25.45,25.45,24.25,7,920,23414.00,
511658,NETTLINX LTD,X ,Q,42.80,42.80,41.95,41.95,41.95,42.80,3,102,4363.00,
511672,SCANSTL     ,XT,Q,51.00,52.80,51.00,51.75,52.00,50.30,30,1915,98374.00,
511676,GIC HOUSING ,A ,Q,240.30,240.30,227.00,229.80,231.90,245.20,460,270412,61939040.00,
511714,NIMBSPROJ   ,X ,Q,19.15,20.90,19.15,20.90,20.90,20.00,3,163,3144.00,
511716,ESCORT FINAN,XT,Q,3.43,3.79,3.43,3.46,3.77,3.61,20,3343,12060.00,
511726,VIPUL LTD   ,B ,Q,36.45,36.45,34.00,34.80,35.30,35.05,17,921,32034.00,
511728,KZ LEAS FIN.,X ,Q,11.90,11.90,11.90,11.90,11.90,12.52,1,500,5950.00,
511730,TRC FINAN.SE,XT,Q,21.00,21.00,21.00,21.00,21.00,20.00,1,10,210.00,
511736,USHDEV INTNL,X ,Q,0.50,0.50,0.50,0.50,0.50,0.52,1,100,50.00,
511742,UGROCAP     ,B ,Q,175.00,189.00,175.00,185.80,189.00,175.00,25,1520,276955.00,
511758,MANSI FINANC,XT,Q,33.25,36.65,33.25,34.50,36.65,34.95,3,139,4791.00,
511764,UPASANA FIN.,X ,Q,52.00,53.90,51.00,52.10,52.00,51.55,42,47489,2520073.00,
511766,MUTHOOT CAP ,B ,Q,889.15,889.15,862.00,873.05,869.15,870.80,135,854,748063.00,
512048,LUHARUKA    ,X ,Q,0.57,0.57,0.57,0.57,0.57,0.55,1,8000,4560.00,
512064,VISHVAPRABHA,XT,Q,45.00,45.00,45.00,45.00,45.00,45.90,3,130,5850.00,
512068,DECCANGOLD  ,X ,Q,27.05,27.35,26.50,26.50,26.50,27.05,86,12581,335599.00,
512070,UPL         ,A ,Q,770.10,775.15,758.65,770.25,770.75,777.55,1238,75561,58035145.00,
512093,CRANES SOFTW,XT,Q,2.00,2.10,1.90,2.00,2.00,2.00,57,15858,31595.00,
512131,SIGNET IND  ,B ,Q,44.95,45.00,43.00,43.95,44.25,45.15,62,9286,406474.00,
512149,ADVANCE TECH,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,25110,4770.00,
512161,8KMILES     ,B ,Q,126.50,126.50,114.75,115.50,115.50,120.60,536,31101,3636863.00,
512175,VAMA INDS   ,X ,Q,9.50,9.80,9.01,9.78,9.80,9.10,28,4028,37994.00,
512179,SUNTECK REAL,A ,Q,344.75,347.10,341.50,343.40,344.65,344.75,350,43839,15099688.00,
512217,PRISM MEDI  ,XT,Q,41.35,41.35,37.45,39.35,38.30,39.40,48,16313,639249.00,
512229,VERITAS     ,XT,Q,55.50,55.50,55.50,55.50,55.50,56.50,3,3000,166500.00,
512237,JAI CORP LTD,A ,Q,99.10,99.95,95.35,97.35,97.35,100.00,1112,146075,14239745.00,
512247,ASHIRWAD CAP,X ,Q,3.60,3.61,3.37,3.55,3.58,3.62,91,117627,418983.00,
512257,SVARTCORP   ,X ,Q,3.60,3.69,3.48,3.65,3.65,3.60,28,7495,26787.00,
512267,MEDIA MATRIX,X ,Q,4.25,4.68,4.25,4.68,4.68,4.47,3,120,557.00,
512289,SHIRPUR GOLD,B ,Q,53.00,55.45,50.90,52.00,52.00,55.10,17,886,47167.00,
512296,BHAGYA INL  ,B ,Q,33.50,34.40,33.50,34.40,34.40,33.10,2,100,3395.00,
512301,CHAMBAL BREW,XT,Q,1.91,1.91,1.91,1.91,1.91,1.91,1,10,19.00,
512379,CRESSANDA SO,X ,Q,0.88,0.88,0.88,0.88,0.88,0.92,1,500,440.00,
512405,I-POWER SOLS,XT,Q,3.23,3.23,3.23,3.23,3.23,3.17,6,12150,39244.00,
512425,NIRAV COMMER,X ,Q,350.00,352.00,319.20,339.50,340.00,335.90,6,93,32165.00,
512453,SHRI JAGDAMB,X ,Q,284.40,290.00,275.00,277.50,277.50,278.00,32,847,241530.00,
512455,LLOYDS MET E,X ,Q,12.80,12.87,12.60,12.70,12.70,12.65,29,50947,649287.00,
512463,SHREE GLOBAL,X ,Q,1.84,1.84,1.75,1.75,1.75,1.84,3,500,911.00,
512477,BETEX INDIA ,X ,Q,23.00,23.55,23.00,23.35,23.55,22.50,5,157,3640.00,
512493,GARNET INTL ,X ,Q,71.00,73.70,64.05,70.95,70.95,69.05,100,5998,416557.00,
512519,DONEAR IND. ,B ,Q,36.20,37.00,35.50,35.55,35.50,36.90,19,1477,53276.00,
512527,SUPER SAL IN,X ,Q,450.00,450.00,450.00,450.00,450.00,450.00,1,23,10350.00,
512529,SEQUENT     ,B ,Q,76.00,78.25,72.30,75.15,75.70,78.15,623,66681,5034619.00,
512531,STC INDIA   ,B ,Q,115.20,117.45,111.65,112.35,112.05,116.50,225,7802,885817.00,
512559,KOHINORFOODS,B ,Q,33.20,33.20,31.75,32.30,32.25,33.45,75,5992,194066.00,
512573,AVANTI FEEDS,A ,Q,339.70,350.00,327.10,332.15,331.90,346.55,1936,38383,12969018.00,
512599,ADANI ENTER ,A ,Q,142.00,142.00,121.15,122.85,122.85,142.50,6696,1327472,171123931.00,
512608,BHANDARI HOS,B ,Q,1.79,1.94,1.79,1.93,1.94,1.90,18,7012,13125.00,
512626,ORBIT EXPORT,B ,Q,100.10,113.70,100.10,113.70,113.70,107.10,2,17,1769.00,
512634,SAVERA IND  ,X ,Q,71.00,71.00,69.35,70.30,70.30,71.00,7,197,13749.00,
513005,VBC FERRO   ,XT,Q,36.55,39.70,36.50,39.70,39.70,38.30,4,205,7503.00,
513010,TATA SPONGE ,B ,Q,762.25,762.25,740.95,750.60,750.60,762.20,1497,29436,22066071.00,
513023,NAV BHAR VEN,A ,Q,108.30,109.55,106.00,107.15,107.00,108.20,147,5979,644939.00,
513059,G.S.AUTO INT,X ,Q,7.45,7.45,6.70,6.76,6.76,7.30,8,776,5352.00,
513097,SHIV.BIMETAL,X ,Q,103.35,107.00,102.00,104.25,105.65,107.35,145,28817,2983211.00,
513108,GANDHI SP.TU,B ,Q,361.10,361.10,361.10,361.10,361.10,369.90,1,25,9027.00,
513121,ORICON ENT  ,B ,Q,26.75,26.75,25.05,25.75,25.70,26.50,88,11926,309911.00,
513142,BALASORE    ,X ,Q,26.00,27.00,25.15,25.40,25.40,26.10,108,18366,468001.00,
513149,ACROW INDIA ,XT,Q,165.75,165.75,151.00,151.00,151.00,157.90,2,7,1130.00,
513179,NAT STL AGRO,B ,Q,6.25,6.25,5.78,5.78,5.78,6.08,16,2923,16962.00,
513216,UTTAM GALVA ,B ,Q,11.90,12.00,11.23,11.78,11.79,11.82,181,65652,755502.00,
513228,PENNAR STEEL,B ,Q,35.50,36.00,34.90,35.15,35.25,35.65,75,11890,419044.00,
513250,JYOTI STRUCT,Z ,Q,1.28,1.31,1.22,1.22,1.22,1.27,23,24961,30962.00,
513252,JAY USHIN   ,XT,Q,395.00,396.30,395.00,396.30,396.30,377.45,13,612,242125.00,
513262,ST.STR.WHEEL,B ,Q,866.00,870.00,855.00,859.15,858.00,871.45,45,224,193441.00,
513269,MAN IND.(I) ,B ,Q,64.00,64.40,58.35,59.65,59.65,63.15,215,16719,1024528.00,
513309,GOLKONDA    ,Z ,Q,3.61,3.61,3.61,3.61,3.61,3.61,2,11,39.00,
513335,METALFORGE  ,B ,Q,8.20,8.20,7.90,8.10,8.11,8.72,26,5205,41689.00,
513337,GUJ.TOOLROOM,XT,Q,5.02,5.02,5.02,5.02,5.02,5.02,1,140,702.00,
513349,AJMERA      ,B ,Q,179.95,180.10,171.00,173.90,173.50,180.95,504,15307,2696709.00,
513353,COCHIN MIN. ,X ,Q,220.00,222.00,205.10,219.20,220.00,219.95,29,1608,348952.00,
513361,ISW LTD     ,X ,Q,1.29,1.29,1.20,1.23,1.28,1.29,60,90162,111150.00,
513369,RAJKUMAR FRG,X ,Q,40.60,40.60,39.60,40.60,40.60,40.60,10,4901,198482.00,
513375,CARBORUNDUM ,A ,Q,368.00,368.00,347.50,349.20,347.50,353.75,68,817,287251.00,
513377,MINERAL&METL,A ,Q,26.35,26.45,25.55,25.70,25.70,26.45,254,60401,1563500.00,
513401,ASHIANA ISP.,X ,Q,26.35,26.50,25.10,26.50,26.50,26.35,4,101,2549.00,
513403,PM TELELINN ,X ,Q,1.55,1.68,1.55,1.68,1.68,1.62,3,513,795.00,
513418,SMFIL       ,XT,Q,0.90,0.90,0.90,0.90,0.90,0.88,1,1,0.00,
513422,BLOOM INDUST,P ,Q,10.09,10.09,10.09,10.09,10.09,9.61,1,100,1009.00,
513434,TATA METALIK,B ,Q,620.80,621.25,603.00,610.10,603.00,620.80,132,1470,901247.00,
513436,SHAH ALLOYS ,B ,Q,17.25,18.95,17.25,18.50,18.50,18.75,4,236,4333.00,
513446,MONNETISPA  ,B ,Q,33.75,34.95,32.20,32.60,32.20,34.20,77,12518,414056.00,
513452,ELANGO INDUS,XT,Q,3.69,3.70,3.69,3.69,3.70,3.58,3,1000,3690.00,
513456,KANISHK ST. ,XT,Q,9.75,9.75,9.75,9.75,9.75,9.75,1,50,487.00,
513472,SIMPLEX CAST,X ,Q,90.00,90.00,76.00,79.95,76.00,86.00,32,2901,236866.00,
513502,BARODA EXTR.,XT,Q,0.38,0.38,0.37,0.37,0.37,0.37,7,1006,382.00,
513509,KALYANI FORG,T ,Q,298.00,298.00,298.00,298.00,298.00,290.50,1,6,1788.00,
513511,PANCH.STEEL ,X ,Q,43.80,43.80,42.90,43.55,43.70,41.05,7,2454,106990.00,
513513,ADITYA ISPAT,X ,Q,6.40,6.40,6.40,6.40,6.40,6.40,5,550,3520.00,
513515,S.R.INDUS.  ,XT,Q,6.01,6.01,6.01,6.01,6.01,6.01,1,251,1508.00,
513517,STEELCAST   ,X ,Q,150.00,150.00,142.90,150.00,150.00,150.00,8,1500,224806.00,
513519,PITTIENG    ,B ,Q,56.55,56.55,55.50,55.85,55.50,57.10,33,1715,96212.00,
513532,PRADEEP MET.,X ,Q,74.90,74.90,70.30,70.70,70.30,73.95,10,473,33735.00,
513534,VARDHMAN IND,X ,Q,2.27,2.31,2.27,2.31,2.31,2.27,4,2790,6413.00,
513536,GNRL        ,X ,Q,11.29,11.29,11.29,11.29,11.29,11.88,2,125,1411.00,
513548,SHARDA ISPAT,XT,Q,65.55,65.55,65.55,65.55,65.55,62.75,1,5,327.00,
513554,MAHA STEEL  ,B ,Q,104.05,106.00,102.30,104.70,105.00,103.15,171,66642,6906462.00,
513566,NOVA IRON&ST,XT,Q,4.39,4.39,4.39,4.39,4.39,4.39,2,72,316.00,
513599,HIND.COPPER ,A ,Q,46.05,46.20,44.85,45.10,44.90,45.95,482,78673,3551571.00,
513605,SRIPIPES    ,B ,Q,186.00,186.00,166.10,167.40,167.00,176.20,162,3676,624827.00,
513642,AXEL POLYMER,XT,Q,17.00,17.00,15.90,15.90,15.90,16.45,3,135,2164.00,
513683,NLCINDIA    ,A ,Q,64.00,64.00,61.40,62.25,62.25,64.00,327,38739,2422598.00,
513691,JMT AUTO LTD,B ,Q,2.87,2.98,2.84,2.84,2.84,2.98,61,44428,126481.00,
513693,KIC METALIKS,X ,Q,93.25,98.75,93.25,98.75,98.75,93.30,6,170,16331.00,
513709,SHILP GRAVUR,X ,Q,91.00,91.50,85.20,87.35,87.00,93.10,78,2320,205374.00,
513713,WHITEORG    ,X ,Q,61.75,64.00,57.90,58.35,58.35,60.20,692,74184,4464990.00,
513729,ARO GRANITE ,B ,Q,51.00,51.00,48.70,49.50,49.50,51.75,6,228,11244.00,
514010,HIM.FIBRES  ,X ,Q,2.65,2.88,2.62,2.62,2.62,2.75,4,282,762.00,
514028,RAJKAMAL SYN,XT,Q,13.00,13.00,13.00,13.00,13.00,12.80,1,5,65.00,
514030,DEEPAK SPINN,X ,Q,98.00,99.30,98.00,99.25,99.30,97.25,12,1034,101765.00,
514034,JBF IND.LTD ,B ,Q,17.80,17.80,17.10,17.10,17.10,17.95,47,28451,486937.00,
514036,LOY.TEX MILL,X ,Q,442.00,442.00,391.05,410.50,391.05,438.00,26,307,131146.00,
514043,HIMAT.SEIDE ,B ,Q,200.00,200.00,188.55,189.35,189.00,197.80,147,3435,658897.00,
514045,BSL LTD.    ,B ,Q,45.15,46.00,45.15,46.00,46.00,45.55,6,451,20661.00,
514087,PBM POLYTEX ,X ,Q,79.95,80.00,76.00,76.00,76.00,77.90,20,1703,131159.00,
514113,ADHINATH TEX,XT,Q,2.57,2.57,2.57,2.57,2.57,2.70,1,1,2.00,
514138,SURYALATA SP,X ,Q,127.50,127.50,127.50,127.50,127.50,127.50,2,290,36975.00,
514142,TT LTD.     ,B ,Q,60.70,60.80,57.00,57.85,57.00,58.65,10,510,30927.00,
514144,UNIWORTH LTD,XT,Q,0.69,0.69,0.63,0.63,0.63,0.66,7,1202,815.00,
514162,WELSPUN (I) ,A ,Q,59.20,60.75,57.70,58.35,58.35,59.20,1128,205788,12182261.00,
514165,IND.ACRYLICS,X ,Q,8.38,8.44,8.07,8.32,8.39,8.39,47,37188,309771.00,
514167,GANESH ECOSP,B ,Q,284.60,284.70,271.00,279.00,279.00,277.95,24,4384,1216114.00,
514175,VARDHMAN POL,B ,Q,9.81,10.21,9.81,10.00,10.00,10.39,7,370,3678.00,
514183,BLA ROS IND ,X ,Q,42.35,43.75,41.15,41.35,41.50,42.85,55,12675,531250.00,
514211,SUMEET INDUS,B ,Q,3.54,3.75,3.54,3.57,3.57,3.72,17,7015,25108.00,
514215,BINNY LTD.  ,X ,Q,132.00,137.90,132.00,133.95,133.95,131.15,9,200,26763.00,
514234,SANGAM INDIA,B ,Q,59.10,60.95,59.05,60.10,59.05,60.95,22,3522,211359.00,
514264,SEASONS TEXT,X ,Q,10.00,10.99,9.05,10.20,10.20,10.00,9,525,5159.00,
514266,ZENITH FIBRE,X ,Q,58.05,58.55,58.00,58.00,58.00,58.15,6,400,23210.00,
514272,BHILWARA SP.,X ,Q,8.50,8.50,8.50,8.50,8.50,8.50,3,4000,34000.00,
514274,AARVEE DENIM,B ,Q,23.00,23.00,22.30,22.50,22.30,24.30,20,3301,74838.00,
514286,ASHIMA LTD. ,T ,Q,13.50,13.50,13.17,13.17,13.17,13.86,27,24081,317760.00,
514300,PIONEER EMB ,B ,Q,30.00,30.00,24.25,25.00,25.25,25.05,34,1142,28664.00,
514302,VIPPY SPIN. ,X ,Q,40.50,40.50,38.50,40.50,40.50,40.50,5,616,23738.00,
514316,RAGHUVIR SYN,XT,Q,220.00,220.00,220.00,220.00,220.00,215.20,6,99,21780.00,
514318,JATTAINDUS  ,P ,Q,13.35,13.35,13.35,13.35,13.35,14.00,1,100,1335.00,
514322,KAMADGIRI   ,X ,Q,78.25,88.50,72.25,80.55,80.50,78.60,12,186,14740.00,
514326,PATSPIN INDI,B ,Q,10.00,10.90,9.71,10.58,10.60,10.54,16,4344,43961.00,
514354,PREMIER POLY,B ,Q,23.80,25.50,23.80,25.50,25.50,25.00,3,102,2449.00,
514358,EVERLON SYN.,X ,Q,14.15,14.15,14.15,14.15,14.15,13.50,1,40,566.00,
514386,GUJ COTEX   ,X ,Q,2.00,2.00,2.00,2.00,2.00,2.00,1,1,2.00,
514394,AJIL        ,B ,Q,130.40,130.40,130.40,130.40,130.40,127.85,7,841,109666.00,
514400,GARWARE SYN.,X ,Q,3.55,3.90,3.55,3.90,3.90,3.73,2,511,1989.00,
514418,MANORG      ,X ,Q,492.75,492.75,470.10,480.85,480.85,492.75,291,9224,4445797.00,
514428,HINDU.ADHESI,X ,Q,78.30,85.00,78.30,81.10,85.00,81.40,7,330,26765.00,
514448,JYOTI RESINS,X ,Q,71.50,71.50,64.70,71.50,71.50,65.00,38,4215,299154.00,
514450,MAHA.RUBTECH,X ,Q,44.00,44.00,42.10,42.10,42.10,42.30,6,410,17591.00,
514454,SOUTH.LATEX ,XT,Q,12.50,12.50,12.50,12.50,12.50,12.29,1,5,62.00,
514474,FAIRDEAL FIL,X ,Q,110.00,110.00,98.55,99.25,99.20,100.95,16,635,63400.00,
514482,ASAHI IND   ,P ,Q,3.30,3.30,3.30,3.30,3.30,3.15,1,100,330.00,
515018,REG.CERAMIC ,T ,Q,3.70,3.70,3.53,3.53,3.53,3.71,4,299,1072.00,
515030,ASAHI IN.GLA,A ,Q,262.00,262.00,254.95,255.55,255.00,256.05,20,3481,888012.00,
515037,MURD.CERAM  ,B ,Q,20.90,20.90,19.30,19.65,19.35,21.05,87,15227,299920.00,
515043,SAINT-GOBAIN,X ,Q,52.20,52.95,51.60,52.15,52.25,52.45,249,37920,1986148.00,
515055,ANANTRAJ    ,B ,Q,33.45,33.75,31.70,31.90,31.95,34.00,330,43654,1404958.00,
515085,RESTILE CER.,X ,Q,4.29,4.44,3.76,4.28,3.91,4.29,9,503,2028.00,
515127,RAMASIGNS   ,X ,Q,19.80,19.80,18.00,18.00,18.00,18.90,6,65,1224.00,
515145,HIND.NAT.GLS,B ,Q,97.90,97.90,90.05,90.05,90.05,92.50,2,20,1879.00,
515147,HALDYN GLASS,X ,Q,33.95,33.95,32.00,32.40,32.40,32.50,33,8257,266731.00,
516003,DUROPLY     ,X ,Q,80.00,84.00,74.30,81.80,81.80,80.60,21,1803,147726.00,
516007,MANGALAM TIM,B ,Q,20.50,20.50,18.05,18.15,18.15,18.50,55,11199,207865.00,
516016,SHREYANS IND,B ,Q,119.95,119.95,117.80,117.90,117.80,121.35,14,278,32983.00,
516022,STAR PAPER  ,B ,Q,124.00,124.10,122.00,122.50,122.00,126.80,47,1991,245008.00,
516030,YASH PAPERS ,X ,Q,51.80,51.80,49.15,49.50,49.50,51.50,146,18508,920802.00,
516062,NAT.PLYWOOD ,XT,Q,33.95,34.00,33.00,33.95,33.00,32.40,11,2100,71297.00,
516064,ARROWGREEN  ,T ,Q,94.10,98.70,94.10,98.15,98.70,95.10,14,346,33092.00,
516072,VISHNU CHEM ,B ,Q,144.00,144.00,136.00,140.05,140.05,139.75,17,81,11419.00,
516078,JUMBO BAG   ,Z ,Q,15.80,16.50,15.00,15.95,16.50,15.75,26,1846,28574.00,
516082,N.R.AGARWAL ,B ,Q,329.70,329.70,309.50,318.50,319.35,319.50,55,1706,536747.00,
516086,SH.RAJES.PAP,XT,Q,7.91,7.91,7.90,7.90,7.90,8.21,4,1123,8881.00,
516092,3PLAND      ,B ,Q,12.00,12.00,10.40,10.40,10.40,12.00,2,276,3030.00,
516096,SANGAL PAPER,XT,Q,190.15,202.40,190.15,202.40,202.40,192.80,7,69,13712.00,
516098,VENTURA TEXL,XT,Q,5.25,5.25,5.25,5.25,5.25,5.51,1,25,131.00,
516106,SH.KARTHIK P,X ,Q,13.65,13.65,11.93,12.19,11.93,13.61,62,13870,170414.00,
516108,S.I.PAPER   ,XT,Q,79.00,81.80,79.00,80.30,81.00,81.50,14,987,79465.00,
517015,VINDHYA TELE,B ,Q,1587.75,1587.80,1529.95,1556.75,1564.90,1569.15,165,635,987412.00,
517035,RUTTONSHA IN,X ,Q,42.15,44.80,39.00,40.05,39.05,46.60,55,6400,256221.00,
517041,ADORWELDING ,B ,Q,337.25,337.25,328.00,329.60,328.60,338.80,72,1170,388322.00,
517059,SALZER ELEC ,B ,Q,118.00,118.40,115.05,117.95,117.95,120.10,35,997,116106.00,
517063,JETINFOTRAN ,X ,Q,36.65,36.65,36.00,36.00,36.00,36.65,2,102,3737.00,
517080,HIGHGROUND  ,B ,Q,7.39,7.64,7.11,7.46,7.45,7.54,80,6320,46787.00,
517096,APLAB LTD.  ,XT,Q,9.48,9.48,9.01,9.01,9.01,9.48,7,199,1839.00,
517119,PCS TECH    ,X ,Q,11.60,12.89,11.60,11.88,11.84,12.06,20,1030,12225.00,
517146,USHA MART.LT,B ,Q,32.25,33.20,31.65,32.15,32.50,32.25,98,20070,644357.00,
517166,SPEL SEMICON,X ,Q,8.36,8.53,7.61,8.12,7.65,8.28,22,2180,17325.00,
517168,SUBROS LTD. ,B ,Q,237.55,241.50,231.65,240.00,239.65,243.80,68,1162,274941.00,
517174,HONEYWELL   ,B ,Q,21710.05,22102.25,20765.05,21313.55,21718.45,21641.10,100,220,4778430.00,
517206,LUMAX IND   ,B ,Q,1557.60,1650.00,1546.00,1564.15,1595.00,1527.45,144,751,1196880.00,
517224,SUJANA INDUS,T ,Q,0.28,0.28,0.28,0.28,0.28,0.29,3,6525,1827.00,
517236,CALCOM VISIO,X ,Q,34.55,35.65,33.00,33.15,33.00,34.70,84,9939,334721.00,
517238,DYNAVISION  ,XT,Q,56.00,56.05,56.00,56.05,56.05,57.80,5,496,27799.00,
517246,BCC FUBA    ,XT,Q,4.51,4.51,4.50,4.50,4.50,4.67,2,1500,6760.00,
517258,PRECISION EL,XT,Q,25.90,25.90,25.90,25.90,25.90,27.15,1,50,1295.00,
517264,FINELINE CI ,XT,Q,13.80,14.50,13.80,14.05,14.50,14.50,5,2000,27950.00,
517271,HBL P SYS   ,B ,Q,26.75,26.75,25.40,25.55,25.70,26.60,75,8968,231484.00,
517288,GUJARATPOLY ,X ,Q,25.85,28.55,25.85,28.55,28.55,27.20,40,6259,175967.00,
517300,GUJ.IND.POW.,B ,Q,72.95,73.15,69.55,70.45,70.45,73.25,94,3986,284670.00,
517330,CMI LTD.    ,B ,Q,129.70,130.50,124.00,124.95,124.95,131.50,242,7059,886695.00,
517334,MOTHERSON SS,A ,Q,139.50,142.00,135.90,138.45,138.45,139.10,4349,340957,47165913.00,
517344,MINDTECK (I),B ,Q,38.20,38.20,35.15,35.65,35.90,36.50,29,1987,70423.00,
517354,HAVELLSINDIA,A ,Q,738.20,746.20,726.60,736.20,736.20,736.40,1950,104715,77189757.00,
517356,ACI INFOCOM ,X ,Q,0.60,0.60,0.60,0.60,0.60,0.60,4,327,196.00,
517370,INCAP LTD.  ,XT,Q,36.15,36.15,36.15,36.15,36.15,38.00,3,75,2711.00,
