SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
535755,ABFRL       ,A ,Q,211.00,211.40,204.15,207.30,207.30,208.45,1546,72665,15152591.00,
535789,IBUL HSG FIN,A ,Q,679.00,690.00,624.45,650.35,650.00,677.25,28020,1341135,875964815.00,
536128,VKJINFRA    ,XT,Q,0.27,0.28,0.26,0.28,0.28,0.27,34,59727,16181.00,
536170,KUSHAL      ,T ,Q,42.15,42.15,41.35,41.35,41.35,42.15,22,11643,481518.00,
536264,TIGER LOGS  ,X ,Q,120.00,125.90,110.15,119.00,119.90,120.05,99,6523,776129.00,
536493,JKAGRI GEN  ,X ,Q,820.00,845.00,722.00,775.00,765.00,799.80,47,550,438702.00,
536507,FUTLIF FAS  ,A ,Q,430.00,437.85,420.00,430.45,430.00,427.25,317,6601,2843530.00,
536659,PVVINFRA    ,XT,Q,14.00,14.00,13.90,14.00,14.00,14.00,14,14012,196118.00,
536672,VCU DATA    ,T ,Q,4.95,4.95,4.95,4.95,4.95,5.20,1,5,24.00,
536709,INDRENEW    ,XT,Q,19.40,19.40,17.60,19.20,19.20,18.50,6,1408,27209.00,
536751,FIVEXTRADE  ,X ,Q,0.72,0.72,0.71,0.71,0.71,0.73,10,5332,3810.00,
536773,JIN POLY INV,B ,Q,35.05,35.05,33.50,33.70,33.70,35.25,6,304,10354.00,
536868,INTEGRA TELE,XT,Q,16.80,16.80,16.80,16.80,16.80,16.50,1,500,8400.00,
536965,BP CAPITAL  ,XT,Q,9.45,9.45,9.45,9.45,9.45,9.00,3,1000,9450.00,
536974,CAPTAIN POLY,X ,Q,26.05,27.25,26.00,27.20,27.20,25.30,83,29332,788320.00,
537007,ICICINIFTY  ,B ,Q,112.25,113.56,112.25,113.34,113.23,113.26,127,5045,568894.00,
537008,ICICINF100  ,B ,Q,117.15,117.15,117.05,117.05,117.05,117.39,4,39,4568.00,
537069,ARNOLD HOLD ,X ,Q,14.05,15.10,14.05,14.86,15.10,15.00,49,156377,2324113.00,
537092,MODEX INT   ,X ,Q,49.90,50.25,49.90,50.05,50.25,50.00,9,2213,110755.00,
537253,SUNIL HEALTH,X ,Q,49.25,49.50,47.25,48.90,49.00,48.60,68,2060,100634.00,
537254,RCI IND     ,B ,Q,70.15,78.00,70.15,75.30,75.05,78.10,54,13577,1042414.00,
537291,NATH BIOGEN ,B ,Q,372.75,373.70,364.05,366.75,366.75,381.90,135,3598,1325224.00,
537292,AGRI TECH   ,B ,Q,56.20,58.70,56.20,56.20,56.20,59.15,13,926,52173.00,
537524,VIAANINDUS  ,X ,Q,7.75,7.75,7.72,7.72,7.72,8.12,62,11827,91338.00,
537536,DENIS CHEM  ,X ,Q,63.00,64.00,60.90,60.90,60.90,64.20,10,552,34671.00,
537708,KOTAKNIFTY  ,B ,Q,111.45,112.20,110.83,112.11,112.20,111.48,35,1217,135740.00,
537750,KIRAN VYPAR ,X ,Q,107.80,113.95,107.75,108.65,107.75,115.95,44,2381,261357.00,
537766,BCP LTD     ,B ,Q,40.50,42.50,39.40,41.15,41.15,40.35,1619,1782915,72947605.00,
537800,MANGALAM IND,XT,Q,0.54,0.54,0.50,0.50,0.50,0.52,10,16840,8421.00,
537820,VFL         ,B ,Q,0.90,0.90,0.88,0.88,0.88,0.92,15,52957,46602.00,
537839,PHOENIX TN  ,X ,Q,13.35,13.35,13.35,13.35,13.35,12.75,1,25,333.00,
538019,OBI LTD     ,B ,Q,35.40,35.40,33.05,35.00,35.20,33.95,65,4176,142574.00,
538057,CPSE ETF    ,B ,Q,23.40,23.49,23.20,23.32,23.27,23.41,157,109175,2547851.00,
538081,HARIA APL   ,X ,Q,1.39,1.39,1.39,1.39,1.39,1.45,1,88,122.00,
538128,WOMENS NEXT ,M ,Q,8.74,8.75,8.74,8.75,8.75,8.84,4,10000,87480.00,
538180,GOLD LINE   ,X ,Q,7.10,7.10,7.10,7.10,7.10,7.10,1,5,35.00,
538268,WONDERLA    ,B ,Q,288.90,290.05,284.00,288.20,290.05,285.65,17,437,125653.00,
538365,ADHUNIKIND  ,B ,Q,40.05,42.95,40.05,41.15,41.15,44.30,41,8607,353762.00,
538395,NAM SEC     ,XT,Q,39.90,39.90,39.90,39.90,39.90,42.00,1,100,3990.00,
538422,JACKSON     ,XT,Q,0.19,0.20,0.19,0.19,0.19,0.19,19,15420,3018.00,
538423,ALPS MOTOR  ,X ,Q,0.83,0.83,0.83,0.83,0.83,0.84,33,1979,1642.00,
538433,CLASSIC     ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,16349,3106.00,
538446,MONEYBOXX   ,M ,Q,9.40,9.40,9.35,9.40,9.40,9.35,5,120000,1127000.00,
538464,TPROJECT    ,X ,Q,1.60,1.60,1.60,1.60,1.60,1.63,2,3020,4832.00,
538476,CTL         ,X ,Q,3.65,3.65,3.26,3.27,3.26,3.57,44,29626,101970.00,
538496,TARINI      ,M ,Q,8.72,8.72,8.72,8.72,8.72,10.82,1,3000,26160.00,
538521,CROWNTOURS  ,X ,Q,22.00,23.00,21.00,23.00,23.00,23.80,13,6300,143130.00,
538539,JTAPARIA    ,X ,Q,0.66,0.66,0.66,0.66,0.66,0.67,3,175,115.00,
538540,RLFL        ,X ,Q,0.24,0.24,0.24,0.24,0.24,0.24,2,600,144.00,
538547,OASIS       ,B ,Q,8.30,8.30,8.30,8.30,8.30,8.46,1,500,4150.00,
538556,ARMAN       ,X ,Q,67.00,70.00,67.00,69.95,69.95,70.00,3,950,65275.00,
538557,SAIBABA     ,X ,Q,1.87,1.98,1.87,1.96,1.96,1.93,386,6073676,11891580.00,
538562,SKIPPER     ,B ,Q,67.40,68.40,65.50,66.50,66.40,67.35,91,2883,193598.00,
538564,JAMESWARREN ,X ,Q,108.00,114.95,105.25,114.95,114.95,111.00,4,135,14415.00,
538565,VISTARAMAR  ,XT,Q,26.30,26.30,26.30,26.30,26.30,25.10,1,12,315.00,
538566,APOLLOTRI   ,X ,Q,149.35,149.35,140.10,143.15,143.00,143.40,73,9293,1334398.00,
538567,GULFOIL LUB ,B ,Q,889.60,889.60,875.00,877.70,875.00,888.65,56,387,340892.00,
538596,QUANTBUILD  ,XT,Q,12.08,12.08,11.65,11.67,11.65,11.85,33,14626,173166.00,
538597,TTIENT      ,X ,Q,1.46,1.46,1.46,1.46,1.46,1.48,1,1,1.00,
538598,VISHAL      ,B ,Q,331.95,332.00,315.00,315.30,315.25,336.00,47,30570,9922179.00,
538607,TOYAMIND    ,X ,Q,3.90,4.19,3.80,3.99,3.99,3.85,405,3074889,12252622.00,
538634,VRL         ,X ,Q,37.05,40.30,37.05,39.70,40.00,38.85,18,848,33360.00,
538635,SNOWMAN     ,B ,Q,30.80,33.00,29.55,30.30,30.75,30.85,285,16621,499812.00,
538666,SHARDACROP  ,A ,Q,324.85,330.00,320.00,323.90,330.00,324.55,36,760,244874.00,XD
538685,SHEMAROO    ,B ,Q,348.00,359.00,348.00,354.85,350.00,358.95,73,599,210667.00,
538706,ULTRACAB    ,B ,Q,52.50,53.95,51.95,52.05,53.00,52.30,26,6106,318645.00,
538707,RCCL        ,X ,Q,22.90,23.30,22.85,22.85,22.85,24.05,7,900,20795.00,
538708,ETIL        ,X ,Q,9.89,9.89,9.89,9.89,9.89,10.09,2,2,19.00,
538713,ATISHAY     ,B ,Q,77.00,77.00,76.25,76.25,76.25,76.35,3,50,3838.00,
538714,SUCHITRA    ,X ,Q,69.90,69.90,66.50,66.50,66.50,70.00,4,68,4726.00,
538715,DHABRIYA    ,B ,Q,84.95,84.95,80.75,84.00,84.00,84.95,6,558,45250.00,
538716,ARYACAPM    ,M ,Q,32.00,35.00,30.50,35.00,35.00,35.00,4,85000,2847500.00,
538730,PDSMFL      ,B ,Q,265.00,268.00,265.00,267.35,267.00,266.00,8,352,94046.00,
538733,STARLIT     ,T ,Q,15.70,15.70,15.70,15.70,15.70,15.70,1,5,78.00,
538734,CEINSYSTECH ,T ,Q,101.70,101.70,101.65,101.70,101.65,106.55,4,325,33046.00,
538765,JSHL        ,M ,Q,9.10,9.10,9.10,9.10,9.10,8.95,1,5000,45500.00,
538771,PINCON      ,Z ,Q,6.81,7.46,6.76,7.30,6.77,7.11,67,35092,246436.00,
538772,NIYOGIN     ,B ,Q,73.00,73.00,72.20,72.20,72.20,73.65,9,1902,137328.00,
538778,AKASHDEEP   ,X ,Q,48.30,51.00,48.25,50.40,50.00,50.00,35,3093,153246.00,
538787,GBFL        ,X ,Q,0.96,0.96,0.96,0.96,0.96,0.97,4,1300,1248.00,
538795,SAPPL       ,X ,Q,258.00,266.00,242.00,245.85,266.00,255.00,34,672,167343.00,
538812,AANCHALISP  ,B ,Q,7.70,9.37,7.70,8.77,9.10,8.18,24,9751,85634.00,
538834,MEL         ,XT,Q,3.30,3.30,3.30,3.30,3.30,3.47,2,200,660.00,
538835,INTELLECT   ,A ,Q,171.45,171.45,160.80,163.75,163.75,172.05,1172,55085,9002177.00,
538836,MONTECARLO  ,B ,Q,374.00,378.65,372.00,376.95,377.00,371.50,24,570,214625.00,
538837,JSTL        ,X ,Q,36.00,36.00,31.10,35.30,35.50,35.50,20,2539,80885.00,
538858,CAMSONBIO   ,XT,Q,5.00,5.46,4.95,5.46,5.46,5.20,19,6939,36836.00,
538860,PANAFIC     ,XT,Q,0.65,0.65,0.65,0.65,0.65,0.68,3,460,299.00,
538861,AMSONS      ,T ,Q,1.41,1.45,1.41,1.43,1.43,1.41,4,150,214.00,
538874,NEXUSCOMMO  ,XT,Q,30.35,30.35,30.30,30.30,30.30,30.90,2,2,60.00,
538891,SIPROJECTS  ,X ,Q,36.70,38.00,36.50,38.00,38.00,38.95,6,105,3916.00,
538896,KANCHI      ,XT,Q,467.80,467.80,438.00,450.00,455.00,447.95,109,5518,2459888.00,
538902,DHUN TEAIND ,B ,Q,229.60,229.60,219.10,219.10,219.10,231.00,12,280,63126.00,
538921,RAFL        ,M ,Q,107.00,107.00,107.00,107.00,107.00,107.00,7,20000,2140000.00,
538922,COSYN       ,X ,Q,47.50,47.50,46.00,46.50,46.05,47.65,32,1243,58487.00,
538928,KARNAVATI   ,T ,Q,30.20,30.20,29.90,30.00,30.15,30.50,8,466,14004.00,
538943,SONAL       ,XT,Q,8.86,8.86,8.86,8.86,8.86,9.30,1,57240,507146.00,
538952,ALFL        ,XT,Q,1.60,1.60,1.60,1.60,1.60,1.60,1,3,4.00,
538961,GENUSPAPER  ,B ,Q,8.00,8.15,7.85,8.00,8.00,7.92,207,1730100,13839111.00,
538962,MINDACORP   ,B ,Q,150.00,150.00,138.80,141.60,138.85,144.40,126,3786,540799.00,
538963,PACT        ,XT,Q,2.49,2.49,2.49,2.49,2.49,2.49,1,230,572.00,
538964,MERCURYLAB  ,XT,Q,360.00,360.00,360.00,360.00,360.00,360.00,1,25,9000.00,
538965,CONCORD     ,XT,Q,21.00,21.00,20.80,20.80,20.80,21.85,9,2272,47437.00,
538979,GRNLAM IND  ,B ,Q,810.00,810.00,810.00,810.00,810.00,840.00,1,2,1620.00,
538987,TALBROSENG  ,X ,Q,170.00,172.00,150.20,166.00,166.00,175.00,16,965,153834.00,
538992,SAPL        ,X ,Q,243.00,243.00,243.00,243.00,243.00,243.00,1,10,2430.00,
539009,GBLIL       ,X ,Q,64.20,64.20,64.20,64.20,64.20,80.20,102,5479,351751.00,
539015,ORTEL       ,T ,Q,4.18,4.18,4.18,4.18,4.18,4.40,1,50,209.00,
539017,ASHFL       ,B ,Q,61.85,75.00,61.85,70.00,70.00,70.00,19,394,28157.00,
539018,BEEKAY      ,X ,Q,327.00,334.70,327.00,328.80,328.75,326.10,27,659,217324.00,
539031,SETFBSE100  ,B ,Q,113.50,113.50,113.50,113.50,113.50,114.00,1,20,2270.00,
539040,TTIL        ,XT,Q,2.82,2.90,2.82,2.82,2.82,2.95,10,2501,7100.00,
539041,SVPHOUSING  ,M ,Q,16.40,16.40,16.40,16.40,16.40,17.15,1,15000,246000.00,
539043,BKMINDST    ,B ,Q,5.80,6.00,5.80,6.00,6.00,6.08,6,172,1004.00,
539044,MANAKSTELTD ,B ,Q,19.15,20.00,17.25,18.05,17.25,19.05,20,1682,31618.00,
539045,MNKALCOLTD  ,B ,Q,6.36,6.98,6.35,6.98,6.98,6.99,3,169,1089.00,
539046,MNKCMILTD   ,B ,Q,7.99,7.99,6.01,6.60,6.98,6.80,15,1645,10319.00,
539056,ADLABS      ,B ,Q,9.06,9.06,8.80,8.85,8.85,9.25,37,6726,59939.00,
539083,INOXWIND    ,A ,Q,68.60,68.60,65.00,65.30,65.00,69.55,207,5102,337570.00,
539090,RAJPUTANA   ,XT,Q,13.52,13.52,13.52,13.52,13.52,12.88,24,1700,22984.00,
539098,FILTRA      ,M ,Q,16.25,18.90,16.25,18.50,18.50,17.80,7,90000,1580400.00,
539112,SAB         ,X ,Q,71.90,72.00,71.90,72.00,72.00,69.70,4,201,14452.00,
539113,PML         ,X ,Q,2855.00,3039.00,2850.00,2989.00,2989.00,3109.00,27,144,425245.00,
539114,HINDSECR    ,XT,Q,4.41,4.41,4.41,4.41,4.41,4.64,1,100,441.00,
539117,SUJALA      ,X ,Q,35.50,35.50,35.50,35.50,35.50,36.00,3,12,426.00,
539118,VRLLOG      ,B ,Q,268.10,268.10,262.35,263.90,267.00,267.90,19,237,62806.00,
539122,BODHTREE    ,X ,Q,46.90,46.90,41.50,42.10,42.00,45.20,67,12229,519132.00,
539126,MEP         ,B ,Q,38.00,38.95,37.55,38.55,38.70,38.60,89,16237,620255.00,
539132,VEGETABLE   ,X ,Q,4.90,4.91,4.62,4.81,4.62,4.97,15,15459,75047.00,
539141,UFO         ,B ,Q,246.05,246.05,230.00,235.00,230.00,247.50,46,359,85959.00,
539148,SHIVALIK    ,X ,Q,259.95,270.00,204.80,245.20,247.00,256.00,174,9951,2271435.00,
539150,PNCINFRA    ,B ,Q,142.65,146.80,141.55,145.75,145.35,142.65,144,2792,402300.00,
539151,ARFIN       ,X ,Q,195.55,202.00,195.50,200.00,199.10,206.45,31,3996,798998.00,
539169,FUNNY       ,T ,Q,0.88,0.89,0.88,0.88,0.88,0.88,11,2071,1822.00,
539176,HAWAENG     ,XT,Q,37.00,37.00,35.45,37.00,37.00,37.15,11,760,27745.00,
539195,POEL        ,X ,Q,40.10,40.10,36.00,39.00,39.00,40.10,13,2325,93106.00,
539196,AEL         ,X ,Q,14.19,14.20,13.01,14.10,14.10,13.62,41,21478,301483.00,
539200,NOBPOL      ,Z ,Q,0.31,0.31,0.31,0.31,0.31,0.31,1,250,77.00,
539201,SATIA       ,X ,Q,484.00,490.10,483.85,484.95,484.95,483.80,29,1841,894592.00,
539207,MANPASAND   ,A ,Q,74.00,74.15,63.75,67.70,67.30,73.30,1508,95152,6446898.00,
539219,MUL         ,X ,Q,247.00,248.00,241.00,245.85,245.85,249.30,91,2175,535379.00,
539220,MISHKA      ,T ,Q,24.45,24.45,24.40,24.45,24.40,24.35,4,15000,366475.00,
539221,SPORTKING   ,XT,Q,544.55,553.05,544.50,544.50,544.50,573.15,19,244,133082.00,
539223,AMBITION    ,B ,Q,19.50,19.60,17.00,17.95,17.50,19.00,26,2562,47602.00,
539225,JIYAECO     ,B ,Q,45.00,48.00,40.65,43.15,43.15,42.70,758,207366,8992638.00,
539226,RUDRA       ,T ,Q,152.25,152.25,152.25,152.25,152.25,152.25,1,15,2283.00,
539227,LOYAL       ,T ,Q,40.85,40.85,39.00,39.00,39.00,38.95,3,600,23660.00,
539228,GGPL        ,B ,Q,59.50,60.00,58.70,59.45,59.00,58.95,44,5858,345341.00,
539229,MRSS        ,M ,Q,44.05,44.40,43.00,44.40,44.40,42.30,9,5400,238530.00,
539252,SCFL        ,B ,Q,5.00,5.29,5.00,5.01,5.01,5.42,11,1778,8914.00,
539254,ADANITRANS  ,A ,Q,214.95,218.35,208.20,215.00,216.20,215.45,819,28893,6227475.00,
539268,SYNGENE     ,A ,Q,589.80,600.00,589.75,597.60,600.00,596.50,363,1932,1153645.00,
539274,BLFL        ,Z ,Q,10.06,10.06,10.06,10.06,10.06,10.58,1,5,50.00,
539276,KAYA        ,B ,Q,719.45,748.90,715.55,722.90,715.55,728.70,247,821,598577.00,
539278,SYMBIOX     ,XT,Q,0.62,0.62,0.62,0.62,0.62,0.65,7,4000,2480.00,
539287,ORTINLAABS  ,B ,Q,14.00,14.50,14.00,14.50,14.50,14.70,7,3705,51997.00,
539289,MJCO        ,B ,Q,500.05,512.60,496.45,503.80,503.80,500.90,233,3485,1761960.00,
539290,BINDALAGRO  ,B ,Q,14.25,15.20,13.50,13.85,13.85,15.25,50,13581,190251.00,
539300,AKSPINTEX   ,X ,Q,32.60,32.60,32.60,32.60,32.60,34.30,1,10,326.00,
539301,ARVSMART    ,B ,Q,128.80,129.00,120.75,124.45,125.00,125.95,135,6578,830910.00,
539302,POWERMECH   ,B ,Q,817.55,839.50,800.00,829.15,823.15,825.70,121,1326,1096103.00,
539309,RAMASTEEL   ,B ,Q,99.55,102.55,99.55,100.95,100.95,103.80,16,593,59529.00,
539310,TISL        ,M ,Q,5.15,5.28,5.15,5.28,5.28,5.30,3,90000,470400.00,
539312,UTISENSETF  ,B ,Q,380.99,381.00,380.99,381.00,381.00,379.95,4,69,26288.00,
539313,UTINIFTETF  ,B ,Q,1140.00,1140.00,1140.00,1140.00,1140.00,1140.00,3,12,13680.00,
539331,VETO        ,B ,Q,59.40,60.85,58.50,59.25,59.05,59.65,86,3863,230656.00,
539332,NAVKARCORP  ,A ,Q,47.00,47.00,44.65,45.95,46.80,46.60,184,14874,681088.00,
539333,PENPEBS     ,B ,Q,58.95,59.80,58.80,59.25,59.80,59.00,11,1085,63901.00,
539334,SHREEPUSHK  ,B ,Q,132.00,136.90,130.55,133.70,133.70,136.05,126,4600,614376.00,
539336,GUJGAS      ,A ,Q,126.00,130.00,120.55,126.60,129.90,126.80,285,10101,1253715.00,
539346,SADBHIN     ,B ,Q,92.20,93.85,89.00,89.80,89.00,90.55,12,244,22034.00,
539351,PRABHAT     ,B ,Q,56.40,56.40,50.80,50.80,50.80,56.40,531,47506,2456568.00,
539353,SWARAJAUTO  ,X ,Q,236.05,236.15,234.60,234.60,234.60,246.90,37,1597,375435.00,
539354,POLYSPIN    ,X ,Q,118.60,145.00,118.60,139.70,139.90,125.85,55,6156,859951.00,
539359,PRITIKAUTO  ,X ,Q,169.85,171.00,169.00,169.70,169.70,169.85,76,4328,736925.00,
539363,SKC         ,T ,Q,32.30,34.75,32.30,34.50,34.50,33.95,22,5731,190635.00,
539384,KRISHNACAP  ,XT,Q,6.84,6.84,6.84,6.84,6.84,7.20,2,154,1053.00,
539398,VISHALBL    ,M ,Q,68.00,68.00,68.00,68.00,68.00,66.00,1,1875,127500.00,
539399,BELLACASA   ,T ,Q,155.00,162.75,155.00,162.75,162.75,155.00,2,47,7292.00,
539400,MALLCOM     ,X ,Q,227.05,246.95,227.05,228.00,228.00,235.55,3,20,4664.00,
539404,SATIN       ,B ,Q,259.80,275.00,253.95,255.85,256.20,260.85,1093,27748,7268926.00,
539407,GENCON      ,X ,Q,158.00,158.00,152.70,155.35,152.70,156.30,86,15765,2461571.00,
539408,KUBERJI     ,X ,Q,3.18,3.18,3.18,3.18,3.18,3.34,4,1600,5088.00,
539410,WELCON      ,X ,Q,9.20,9.22,9.04,9.04,9.04,9.22,3,1045,9630.00,
539428,TEJNAKSH    ,B ,Q,68.05,74.00,68.05,70.00,70.00,68.05,11,1803,129619.00,
539435,RFSL        ,X ,Q,20.65,20.65,20.65,20.65,20.65,20.66,3,605,12493.00,
539436,COFFEEDAY   ,A ,Q,266.00,267.50,262.50,264.95,262.50,266.35,124,2851,755410.00,
539437,IDFCFIRSTB  ,A ,Q,44.70,44.95,42.80,43.40,43.40,44.70,2671,1799187,78229469.00,
539448,INDIGO      ,A ,Q,1163.05,1171.15,1145.00,1158.00,1146.05,1173.85,817,32096,37161805.00,
539450,SHK         ,B ,Q,167.40,168.80,161.65,164.40,161.65,168.45,63,626,104208.00,
539455,DASL        ,XT,Q,27.50,27.50,27.50,27.50,27.50,27.75,1,50,1375.00,
539486,GEETANJ     ,XT,Q,0.80,0.80,0.79,0.80,0.80,0.80,6,2014,1604.00,
539516,HDFCNIFETF  ,B ,Q,1122.00,1128.61,1119.00,1119.00,1119.00,1123.72,8,229,256557.00,
539517,SXETF       ,B ,Q,3796.45,3796.45,3795.00,3795.00,3795.00,3805.77,4,11,41756.00,
539518,UDAYJEW     ,XT,Q,69.35,72.00,69.35,69.50,69.50,73.00,4,21,1484.00,
539520,SHAILJA     ,X ,Q,15.50,16.15,14.85,16.00,16.00,15.40,130,232594,3699323.00,
539523,ALKEM       ,A ,Q,1875.65,1924.55,1875.65,1893.90,1893.20,1886.60,260,1138,2155040.00,
539524,LALPATHLAB  ,A ,Q,1029.20,1061.00,1029.20,1038.60,1031.80,1033.50,227,1366,1425744.00,
539528,AAYUSH      ,X ,Q,36.80,36.80,31.35,35.00,35.00,32.35,14,575,18619.00,
539542,LUXIND      ,B ,Q,1183.80,1235.50,1161.00,1218.05,1209.10,1186.30,378,2045,2441083.00,
539545,APOORVA     ,X ,Q,22.80,22.80,22.80,22.80,22.80,22.40,2,50,1140.00,
539551,NH          ,B ,Q,189.00,194.00,189.00,192.30,193.00,191.50,181,764,146934.00,
539561,ROXY        ,XT,Q,18.45,18.45,17.00,17.05,17.00,17.60,7,7800,138750.00,
539593,SHIVA       ,X ,Q,2.73,2.73,2.73,2.73,2.73,2.73,2,200,546.00,
539594,MISHTANN    ,X ,Q,40.70,40.70,40.70,40.70,40.70,39.95,74,23112,940658.00,
539595,NATECO      ,X ,Q,11.31,11.31,11.31,11.31,11.31,11.10,1,1,11.00,
539596,DELTA       ,XT,Q,5.65,5.65,5.65,5.65,5.65,5.65,2,35,197.00,
539597,JSLHISAR    ,A ,Q,80.90,81.00,78.95,80.45,80.00,82.80,956,66683,5354070.00,
539620,AINFRA      ,XT,Q,34.25,34.25,32.70,32.70,32.70,32.70,6,355,12151.00,
539636,PRECAM      ,B ,Q,57.10,57.10,54.25,56.05,56.05,57.50,21,837,46959.00,
539658,TEAMLEASE   ,B ,Q,2720.15,2786.90,2700.00,2729.50,2701.00,2721.50,164,314,862761.00,
539660,SAHYOGMULT  ,X ,Q,15.77,15.77,15.77,15.77,15.77,15.02,4,5000,78850.00,
539678,QUICKHEAL   ,B ,Q,189.55,190.15,184.95,186.15,187.35,188.95,449,10754,2016494.00,
539679,KAPILRAJ    ,X ,Q,7.90,7.90,7.90,7.90,7.90,7.53,1,3,23.00,
539680,GANGAPHARM  ,M ,Q,6.00,6.00,6.00,6.00,6.00,6.00,1,48000,288000.00,
539686,KPEL        ,B ,Q,207.05,207.20,206.50,207.05,207.00,218.00,9,1524,315494.00,
539692,IFINSER     ,XT,Q,33.75,33.75,33.75,33.75,33.75,34.30,4,500,16875.00,
539693,ALORA       ,Z ,Q,1.70,1.70,1.70,1.70,1.70,1.70,2,2000,3400.00,
539697,AIRL        ,XT,Q,11.55,11.55,11.55,11.55,11.55,11.55,3,3000,34650.00,
539725,GOKULAGRO   ,T ,Q,17.45,18.70,17.00,18.60,18.65,17.85,260,157265,2888399.00,
539730,FREDUN      ,X ,Q,369.00,388.00,350.40,372.55,380.00,367.15,44,1347,502685.00,
539742,SIMBHALS    ,B ,Q,10.00,10.15,9.90,9.90,9.90,10.01,9,1804,18059.00,
539767,MNIL        ,XT,Q,43.85,43.85,43.85,43.85,43.85,44.75,1,5,219.00,
539770,DARJEELING  ,X ,Q,108.00,108.80,107.15,107.70,107.50,108.25,35,11198,1206144.00,
539773,ADVIKCA     ,X ,Q,1.86,1.86,1.86,1.86,1.86,1.86,2,201,373.00,
539785,PDMJEPAPER  ,B ,Q,19.90,19.90,19.50,19.50,19.50,20.15,21,3860,75958.00,
539787,HCG         ,B ,Q,200.45,200.45,191.15,197.45,200.00,200.45,32,215,42646.00,
539798,UMIYA       ,B ,Q,9.31,9.31,9.31,9.31,9.31,9.49,10,20569,191497.00,
539799,BHARATWIRE  ,B ,Q,58.70,58.70,56.00,57.65,57.05,58.90,52,6398,361265.00,
539800,CHDCHEM     ,M ,Q,14.15,14.15,14.15,14.15,14.15,14.80,1,10000,141500.00,
539807,INFIBEAM    ,A ,Q,38.30,38.50,36.00,36.15,36.15,38.05,1938,1593804,58759994.00,
539839,FRANKLIN    ,M ,Q,31.50,31.50,31.50,31.50,31.50,30.20,1,4000,126000.00,
539841,LANCER      ,T ,Q,58.50,61.40,58.50,61.40,61.40,58.50,6,343,20751.00,
539842,SYSCO       ,MT,Q,2.45,2.45,2.29,2.30,2.30,2.41,6,15000,34950.00,
539843,NINSYS      ,M ,Q,21.10,21.10,21.10,21.10,21.10,23.15,1,5000,105500.00,
539844,EQUITAS     ,A ,Q,123.00,123.00,117.65,121.00,121.00,124.15,3757,466453,56221324.00,
539853,GOLDENCAP   ,Z ,Q,29.55,29.55,26.85,29.55,29.55,28.25,90,84964,2370774.00,
539854,HALDER      ,XT,Q,14.01,14.01,14.01,14.01,14.01,13.35,1,2,28.00,
539871,THYROCARE   ,B ,Q,535.55,542.60,535.00,537.50,537.50,545.40,60,618,332061.00,
539874,UJJIVAN     ,A ,Q,281.20,282.65,274.40,279.60,280.00,283.60,1323,117211,32675839.00,
539875,RSDFIN      ,X ,Q,75.00,75.00,75.00,75.00,75.00,71.85,1,2,150.00,
539876,CROMPTON    ,A ,Q,216.15,217.00,211.00,212.10,211.75,215.40,621,16999,3616172.00,
539883,PILANIINVS  ,T ,Q,1999.00,1999.00,1950.00,1977.00,1977.00,1970.00,7,21,41142.00,
539884,DARSHANORNA ,B ,Q,90.45,90.45,90.45,90.45,90.45,100.45,24,841,76068.00,
539889,PARAGMILK   ,A ,Q,214.00,214.00,203.55,205.70,204.90,204.50,1027,27847,5769894.00,
539917,NAGARFERT   ,B ,Q,8.37,8.45,8.15,8.22,8.22,8.53,110,31965,263767.00,
539938,MIL         ,XT,Q,85.60,85.60,85.55,85.60,85.60,83.95,30,4600,393759.00,
539939,YASHCHEM    ,B ,Q,78.80,78.80,71.50,72.10,72.45,70.00,19,4972,358996.00,
539940,MAXVIL      ,B ,Q,45.05,45.50,44.25,45.00,44.80,45.85,47,3681,165565.00,
539943,RXXX1SR2D   ,F ,Q,11.22,11.74,11.21,11.74,11.74,11.58,6,21801,245393.00,
539945,ICICINV20   ,B ,Q,54.45,54.91,54.45,54.81,54.91,54.54,3,17,926.00,
539956,TAALENT     ,X ,Q,230.00,234.00,225.45,231.15,230.60,239.85,21,1858,433302.00,
539957,MGL         ,A ,Q,924.55,947.00,919.85,941.75,940.00,926.30,1277,30109,28286566.00,
539962,QFSL        ,XT,Q,0.27,0.28,0.26,0.28,0.28,0.27,17,36625,9718.00,
539963,ZEAL        ,M ,Q,108.00,108.00,108.00,108.00,108.00,105.00,2,1500,162000.00,
539978,QUESS       ,A ,Q,635.00,641.10,623.40,628.85,629.65,633.40,339,3100,1951509.00,
539979,DIGJAMLTD   ,B ,Q,4.09,4.09,3.92,3.96,3.93,4.14,46,11982,47554.00,
539980,ICICIMCAP   ,B ,Q,64.72,64.72,64.66,64.66,64.66,65.01,3,106,6855.00,
539981,MAXINDIA    ,A ,Q,82.60,84.00,72.00,74.10,74.55,81.35,391,40644,3095594.00,
539986,COMSYN      ,M ,Q,38.50,38.50,38.50,38.50,38.50,39.50,1,3000,115500.00,
539992,LLOYDSTEEL  ,B ,Q,1.03,1.03,1.00,1.01,1.01,1.04,186,248371,251984.00,
